owNumber,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins
1076,2,0,32.0,6,0.5593847286760932,2,1,1,0.8162920058865621,3
8521,1,1,52.0,1,0.0,2,1,1,0.8845936786963154,1
9639,2,0,50.0,1,0.48425282950539805,2,0,1,0.5303000936589444,3
8627,2,1,40.0,7,0.39524350304938555,1,0,1,0.5966688318734439,1
8106,1,1,60.0,2,0.0,1,1,0,0.8874290994790003,1
3559,0,1,41.0,4,0.49495079854932345,1,0,0,0.5007570723004047,3
5864,0,1,40.0,3,0.3798239755432176,1,0,0,0.8576032011057055,3
6009,1,0,38.91621420206537,5,0.0,2,1,1,0.3372035529393057,3
7592,1,0,30.0,1,0.6176632910995856,1,0,1,0.7838592085544169,3
9758,0,1,35.0,6,0.39761498383666455,1,1,1,0.06790618504067138,0
4211,1,1,28.0,2,0.43508202872329566,1,1,0,0.7649522529401558,0
6640,2,1,41.0,6,0.4229468626086393,2,1,0,0.9938700645911683,1
3629,2,0,35.0,8,0.7107172477877374,1,0,0,0.9871795756494746,0
9801,1,0,35.0,3,0.475689910592783,3,1,1,0.23553549363964257,3
9127,1,1,51.0,4,0.3181041354280537,2,0,1,0.34127604186199784,3
8402,1,1,58.0,1,0.0,2,1,1,0.058847619947704995,0
6751,0,0,42.0,2,0.0,4,0,0,0.5554820985404105,1
5610,1,0,40.0,4,0.0,3,1,0,0.158303117947764,1
7531,2,0,38.91621420206537,8,0.5789702902879812,1,0,1,0.6573714289714667,2
3099,0,0,24.0,3,0.0,2,1,1,0.9908420754182024,0
8332,1,1,38.0,1,0.27134443311226486,1,0,1,0.8313459435376078,1
5921,0,1,36.0,6,0.0,2,0,1,0.09611117861755797,2
5970,0,0,29.0,7,0.0,2,0,1,0.9832946046347425,0
5722,2,1,49.0,5,0.38675551495828453,2,1,0,0.7622690966987347,2
7859,0,1,38.91621420206537,3,0.5483622454041002,1,0,1,0.02890411034253771,0
9262,0,0,61.0,6,0.0,2,1,1,0.668368979237517,1
9692,0,1,42.0,4,0.49147998695406575,2,1,1,0.41432336788163265,3
3659,0,0,43.0,3,0.3218997402491187,1,1,0,0.9969302068347525,2
7387,2,0,37.0,2,0.6316060835696279,1,0,1,0.4663166832432497,1
1439,2,1,56.0,9,0.4153770162220048,1,0,0,0.2792561689641361,0
1817,0,1,29.0,3,0.4567216115515268,1,0,0,0.37790558998384344,0
3958,2,0,38.0,5,0.4933096939877064,1,0,0,0.23506284850203193,1
6888,0,1,19.0,8,0.0,1,1,1,0.3428242897196682,4
4835,1,0,35.0,2,0.0,1,1,0,0.221640966712321,3
5479,2,1,44.0,9,0.44388456683747574,2,1,1,0.4597247037092042,1
8373,2,1,44.0,2,0.44940692852623954,2,0,0,0.7908744285079223,4
3748,0,1,32.0,9,0.0,2,1,1,0.27858990533595956,1
4562,2,1,31.0,4,0.5071272164726325,2,0,1,0.7165976350741496,0
7969,1,1,38.91621420206537,8,0.33755737239769346,1,0,1,0.33604429222990795,1
3826,1,1,44.0,8,0.0,1,1,0,0.08489905786002562,0
2803,0,1,38.91621420206537,4,0.45320903000895707,1,1,1,0.769455232974749,3
7942,2,1,33.0,2,0.6240416577105071,1,1,1,0.18566083060932315,1
7136,1,0,57.0,2,0.6907431220381153,1,0,1,0.6598284136135001,2
9048,2,1,41.0,9,0.6354533428293536,1,1,0,0.8918969261564479,1
9473,2,0,74.0,0,0.6431754821250334,1,1,1,0.6743561510124216,3
1965,0,0,40.0,5,0.38965784873053444,1,1,0,0.4931899496401906,3
8733,0,0,29.0,6,0.0,2,0,1,0.32362055576307536,2
5282,1,1,31.0,3,0.0,2,0,0,0.24110562558724355,2
9337,0,1,49.0,9,0.6355509920382416,1,1,0,0.6792137149097739,2
2513,0,1,51.0,1,0.47245265996245733,1,1,1,0.5845601754967599,2
2937,0,1,44.0,10,0.47261117053541546,1,1,1,0.15719971257255066,1
9974,0,1,27.0,7,0.0,2,1,1,0.7873877955344735,1
6409,1,1,44.0,4,0.4293652853236149,2,1,0,0.7653395399260629,2
2198,1,1,35.0,2,0.5073126702558797,1,1,1,0.15646879276970949,1
9750,0,0,35.0,8,0.0,2,1,1,0.9395324253466205,0
1187,0,0,35.0,3,0.412378667370485,2,1,1,0.8731607868551446,1
9098,0,1,43.0,7,0.0,2,1,0,0.2000797076120769,2
4402,1,0,38.0,2,0.44960055295757734,1,1,0,0.8981871268706161,4
4556,1,0,35.0,6,0.0,1,1,0,0.12739641635776217,2
2983,1,0,43.0,3,0.0,2,1,0,0.15848318514418125,0
4515,0,0,38.0,8,0.0,2,1,0,0.4202280317770347,1
8687,0,0,71.0,8,0.0,2,1,1,0.8487329539971066,1
3792,0,0,38.0,3,0.4938037989846794,1,1,0,0.10583770750106633,2
8237,1,1,37.0,3,0.4288310445089479,2,0,1,0.7656288675568517,1
5226,0,1,66.0,7,0.0,2,1,1,0.37288171020332445,1
1775,0,1,28.0,7,0.4423159618313555,2,1,0,0.6926430474110277,0
6836,0,1,33.0,6,0.0,2,1,1,0.38980767663311844,4
9951,2,0,39.0,10,0.5175219149735257,1,1,1,0.48221255129864904,1
8215,2,0,32.0,4,0.43522320157957367,2,1,0,0.2760585635928231,4
4391,0,0,40.0,3,0.18877963558829802,1,1,1,0.7429101979239017,1
2917,0,1,56.0,2,0.0,1,1,0,0.572610184272598,1
9432,1,0,24.0,5,0.6864617024386276,1,0,1,0.7757367828627633,0
7374,2,1,37.0,7,0.5724468847092459,2,0,1,0.8824616250851955,1
5060,0,1,29.0,4,0.0,2,1,0,0.6997786288590561,2
4251,0,0,38.0,5,0.46748032238906245,1,0,0,0.42614219657977337,0
1268,2,1,38.0,2,0.5051168384741391,1,1,1,0.3978669962981465,4
4514,0,0,38.91621420206537,8,0.0,2,0,0,0.14133974794592882,2
4229,0,0,37.0,9,0.0,2,1,1,0.36610361289503146,2
4116,0,0,23.0,5,0.454064078367436,2,0,0,0.981242958702556,0
5937,1,0,22.0,9,0.267750902368368,1,1,1,0.817693939771248,1
5421,0,1,28.0,5,0.6818281876916641,2,1,1,0.4434314477032556,2
1388,0,1,66.0,4,0.34460126818821146,1,1,1,0.707392455979546,2
697,1,1,62.0,1,0.2555594584239362,1,1,1,0.38282685996512666,0
7907,1,0,37.0,3,0.6841549491269544,1,0,1,0.02671025082895416,1
6320,2,0,19.0,3,0.4539910208164598,1,1,1,0.8807122080158655,1
3999,0,0,60.0,5,0.6458390336889372,1,1,1,0.4217909810386892,1
4886,1,1,41.0,5,0.6594113171606848,2,1,0,0.42891961182292904,0
464,0,0,32.0,4,0.5338835779897727,1,1,1,0.243593763204386,1
8714,1,1,40.0,6,0.0,2,0,0,0.20620579265319838,3
8927,0,1,28.0,8,0.0,2,1,1,0.9995841602873073,1
8000,0,1,26.0,5,0.5686080750953505,1,0,0,0.3013973834501195,4
5857,1,1,31.0,6,0.0,2,1,0,0.8423338428819952,0
2303,0,0,49.0,4,0.0,2,0,1,0.4498463103226358,2
6877,0,0,42.0,10,0.0,2,0,0,0.8555199021506553,1
7626,2,1,38.91621420206537,3,0.5992407913507831,1,1,1,0.8689452842746482,1
5887,2,1,40.0,5,0.36108106681880286,1,0,1,0.9080200659162949,1
9407,0,1,31.0,6,0.5260967112184872,2,1,1,0.8937646045197315,4
4459,0,1,37.0,2,0.0,2,1,0,0.911319981058191,1
4201,1,0,43.0,5,0.0,2,0,0,0.3973631981854267,0
1445,0,0,38.0,10,0.0,2,0,1,0.567984542523811,1
9884,0,1,41.0,2,0.5902321137637995,1,1,0,0.0703644198020911,2
1869,0,1,36.0,8,0.38974421845937535,2,0,1,0.10734415136645549,1
8810,2,0,38.0,5,0.5685895815308918,2,0,1,0.6766922741121776,1
6490,0,0,31.0,3,0.6484770370312505,2,1,1,0.6339754446549645,4
9669,1,1,34.0,3,0.0,2,1,1,0.3852177882987825,2
4519,1,0,29.0,7,0.0,2,1,0,0.11613944131664573,4
1204,0,1,35.0,2,0.4035788395200618,1,1,1,0.5905666991197659,0
605,0,1,37.0,10,0.5999479709072317,1,1,1,0.47362978164414704,2
9293,2,0,74.0,1,0.7431117151987886,2,1,1,0.9838752100825627,0
2284,0,1,45.0,9,0.2988846188506258,1,1,1,0.8550972117837253,2
4827,0,1,24.0,10,0.582414756525249,1,1,1,0.4449448422324332,3
8019,2,1,38.91621420206537,3,0.48816039213371454,1,1,0,0.7361662538772452,1
8442,0,0,23.0,5,0.0,2,0,0,0.6620982803857768,1
4791,1,1,34.0,8,0.0,1,0,0,0.2398282535982186,1
9264,0,0,31.0,3,0.0,2,1,1,0.5760850661238148,0
6687,1,1,50.0,3,0.6500080969129738,1,0,1,0.6552464760384616,1
4552,1,0,46.0,4,0.35768725859969686,1,1,0,0.7821446448135797,1
1305,0,0,31.0,0,0.4707113952122952,2,1,0,0.515817110534056,2
9212,1,0,38.0,6,0.0,2,1,0,0.8661202644852583,0
6669,0,1,34.0,5,0.0,1,1,0,0.8098765432098766,1
5451,0,1,33.0,6,0.0,2,1,0,0.5783803853267987,4
8702,0,1,37.0,2,0.0,1,1,1,0.06806870056090356,2
9614,0,1,33.0,1,0.0,3,0,0,0.8903637797409651,1
336,0,1,29.0,7,0.7258875107419113,1,1,0,0.5841404354115818,0
5502,0,0,31.0,8,0.5487794665953815,1,1,0,0.9503684601879478,1
1683,0,1,41.0,0,0.3902983478271995,1,1,0,0.4249842859993129,1
8561,2,1,28.0,5,0.28337094953572584,1,1,1,0.6525268663157331,1
2651,0,1,33.0,5,0.3990338069133967,1,1,0,0.17103633396989412,1
6162,0,1,38.0,8,0.0,2,0,0,0.4588042658073846,0
4695,1,1,45.0,7,0.4265597637670339,1,1,0,0.1644774575972005,0
9008,0,1,31.0,9,0.0,2,1,1,0.5305792703203156,2
5418,0,1,32.0,1,0.0,2,1,1,0.04376562961762848,1
9004,0,1,33.0,6,0.683507714227717,1,0,0,0.39547806815550884,2
9491,0,1,80.0,3,0.0,1,1,1,0.32898071765853637,1
482,0,0,23.0,5,0.0,2,1,0,0.801264120723529,0
8600,0,1,35.0,3,0.0,2,1,1,0.18120820538361412,1
801,0,1,52.0,7,0.0,2,1,1,0.8697876647219809,1
3161,0,1,38.91621420206537,5,0.0,2,1,1,0.24299990649106987,1
3973,0,0,22.0,5,0.35668912425758204,1,0,0,0.21463474761839754,0
6572,0,1,46.0,10,0.0,1,1,0,0.367422938890664,1
8682,0,0,40.0,2,0.0,2,1,1,0.6497848044488248,0
3490,1,1,43.0,10,0.0,2,0,0,0.26735773266346935,1
5496,0,1,35.0,10,0.0,2,1,0,0.3579475839942714,2
6294,0,1,27.0,9,0.0,2,1,0,0.8067397936502936,0
8514,2,0,27.0,4,0.4446746087226093,1,0,1,0.11008351297548914,2
1074,1,1,37.0,6,0.0,2,0,0,0.6825415827211497,0
2916,2,0,52.0,1,0.523884059858726,1,1,0,0.18616042832090463,0
7807,0,0,25.0,4,0.49349319478677584,1,1,1,0.45079690110405546,2
872,2,0,45.0,7,0.5174148196983086,3,1,0,0.046034246270518824,1
1329,2,0,62.0,3,0.471242367767726,1,0,1,0.12378157114004386,1
2839,1,0,38.91621420206537,2,0.6185003640322652,2,0,0,0.8471006981166701,4
9776,0,0,26.0,3,0.559417172127536,1,1,0,0.5857187861440767,3
1037,0,1,30.0,2,0.4277278077326137,1,1,0,0.3214719005665041,0
7033,1,1,38.91621420206537,4,0.0,1,0,1,0.7464081819813791,1
7575,0,0,33.0,1,0.2964788611981861,1,1,0,0.10077407392405974,3
8563,0,1,63.0,7,0.5913477460111395,1,0,0,0.594309256533999,2
154,0,1,37.0,2,0.5086112453068097,1,1,0,0.49322030253889243,0
6630,0,1,39.0,5,0.0,2,0,1,0.19942034464291336,0
7710,1,0,64.0,1,0.251017973074247,1,1,1,0.7613826620442252,1
962,1,1,35.0,4,0.5498188926029689,1,1,0,0.5681945625807264,2
2738,0,1,38.91621420206537,4,0.2338117440431691,2,0,1,0.36658710906891606,0
9164,0,0,47.0,6,0.0,1,1,1,0.6300651212190764,1
2433,2,1,39.0,3,0.5393000799647378,1,1,0,0.15860154644768573,0
752,2,0,47.0,9,0.38072493895828385,1,1,0,0.366449495926861,3
7414,2,0,31.0,4,0.6563328561010568,1,0,1,0.30965217178240523,4
4991,1,0,33.0,8,0.4599859648194214,1,0,1,0.00763887951299349,1
7759,0,1,41.0,3,0.0,2,1,1,0.968772467770672,2
4431,1,1,59.0,4,0.0,2,1,1,0.13713224612950536,1
8623,2,1,36.0,9,0.23344609757690865,2,1,0,0.20383161591932028,2
9502,2,1,18.0,2,0.5694437928961515,1,1,1,0.5881614194155542,4
9719,1,1,62.0,3,0.5224368985830065,2,1,0,0.5967428889458942,2
8074,2,0,34.0,5,0.3853901797339311,1,1,1,0.8631171276856938,3
791,0,1,36.0,2,0.32792338116244735,2,1,1,0.4662329252443608,2
8398,2,1,29.0,6,0.5235368272432844,1,0,1,0.04656809725328768,1
1284,0,1,45.0,7,0.595319717260502,1,0,1,0.8672952766989247,1
1483,0,1,26.0,8,0.3884449658425061,1,1,1,0.21543102366275976,0
8832,0,0,41.0,2,0.3640071951125655,1,1,0,0.5786212583301705,1
8075,2,0,38.91621420206537,7,0.5173837712355643,1,1,1,0.2962675935551845,4
9698,2,1,51.0,6,0.5083560420886425,2,0,0,0.39777518753040914,0
5065,0,0,47.0,9,0.0,2,1,0,0.5189280576295036,0
869,2,1,44.0,6,0.43094146312552645,2,1,0,0.5424355525952729,1
836,0,1,34.0,2,0.5475932877767224,2,1,0,0.04833171567884732,0
7019,2,1,50.0,9,0.5182318446505513,1,1,0,0.31492127498176076,4
972,0,1,38.91621420206537,3,0.0,2,1,1,0.6725536788763327,2
6682,0,1,38.91621420206537,7,0.6188641372279877,1,1,1,0.8972593382668044,1
4448,2,0,50.0,7,0.4346875657762082,1,1,1,0.7006895158487635,1
918,0,0,45.0,3,0.18786412443394848,1,1,1,0.2861516274804244,1
1935,2,1,30.0,5,0.4439066076589105,2,1,0,0.013463835796318548,2
2020,0,1,30.0,3,0.3922523682822775,1,1,1,0.5525972730395752,2
971,0,0,38.91621420206537,10,0.5513514670438504,1,1,1,0.2383605634338079,1
7703,0,1,31.0,8,0.0,2,1,0,0.8933659164450205,4
9310,2,1,83.0,6,0.4916602992075389,1,0,1,0.4646585248891269,2
9401,0,0,31.0,3,0.3920318006406506,1,0,0,0.10482111041604472,1
188,1,0,37.0,0,0.0,1,0,1,0.6576135020894495,0
4375,2,1,41.0,2,0.44986866978540974,2,0,1,0.32757708361148485,2
4021,0,1,42.0,4,0.410273031572301,1,0,0,0.005882061736895873,2
9647,1,1,71.0,10,0.2774359103331556,1,1,0,0.4894558430330096,4
3207,2,1,60.0,9,0.45323326295548927,1,1,0,0.0920720928848705,0
616,1,0,38.91621420206537,0,0.0,1,1,0,0.6087554361441517,2
314,2,0,59.0,0,0.5392481465283375,1,1,0,0.9141419005515026,4
7181,0,1,30.0,8,0.0,2,1,1,0.12052315996177633,3
2288,0,1,38.91621420206537,4,0.0,1,1,0,0.9758721957946983,0
9364,1,1,35.0,3,0.0,2,1,1,0.09752881400173716,1
1673,0,0,37.0,6,0.0,2,1,0,0.5507063924604799,0
6497,2,0,44.0,4,0.38483162625909195,2,1,0,0.7197720382296509,1
1289,1,1,39.0,7,0.5239913942748629,1,1,0,0.824899977947894,0
5566,2,1,38.91621420206537,5,0.5777723138506157,1,0,1,0.13393854113067796,2
176,1,0,35.0,7,0.5335561143570284,1,1,1,0.13638562482717098,0
6989,0,0,44.0,1,0.0,2,1,1,0.05728447066694868,3
2717,0,1,45.0,3,0.0,2,1,1,0.1539248498231581,2
9394,2,1,43.0,9,0.4451125156034469,1,1,0,0.894163992661299,1
395,1,0,24.0,0,0.388119893618959,1,1,1,0.35700204369517285,1
8129,1,1,39.0,4,0.26114666715876556,1,1,1,0.006162538522428891,2
4231,0,0,41.0,10,0.0,3,1,0,0.4079911631560814,1
9846,1,0,38.0,9,0.0,2,1,1,0.7437639294552629,1
8233,1,1,25.0,9,0.590052200078526,2,1,0,0.2616728397561967,1
612,0,0,38.91621420206537,6,0.0,2,1,0,0.004954523156961489,1
4154,2,0,53.0,8,0.3795641090771158,1,0,0,0.35067958990083553,2
4469,0,0,39.0,0,0.4094151932364253,1,0,0,0.11091179207614325,0
9218,0,1,31.0,5,0.0,2,1,1,0.2093229403408025,1
8163,0,1,27.0,4,0.5460531006832297,1,1,0,0.10622254425297616,1
1810,0,0,50.0,6,0.4596899083608011,2,1,1,0.2656195166638414,1
994,1,0,38.91621420206537,7,0.38006463102210153,1,0,0,0.5114766960244703,1
1290,2,1,40.0,10,0.41044728558914106,1,1,0,0.00637175850293703,2
8326,0,1,27.0,9,0.0,2,1,0,0.9904957423433937,1
6972,0,0,44.0,9,0.541314204504307,2,0,0,0.5754539558527839,0
3613,1,0,37.0,3,0.0,2,1,0,0.4554192425376623,1
7171,0,1,36.0,0,0.4279812572507029,1,1,1,0.4222833280578295,2
3969,2,1,40.0,4,0.37864509052261025,1,0,1,0.6160158795164938,1
5381,1,1,36.0,0,0.0,2,1,0,0.7062223942386497,4
192,0,0,36.0,3,0.33610367460350143,2,1,0,0.08832733526051738,0
9286,1,0,48.0,5,0.38134722348822986,1,0,0,0.4748779508443056,0
6249,0,1,47.0,3,0.0,2,1,0,0.8588966246276519,1
4151,0,0,33.0,6,0.5502385052034474,2,1,0,0.7439101934234719,3
7088,1,0,35.0,8,0.6202561366648905,1,0,1,0.17584544323982937,2
8764,0,1,61.0,0,0.5110200719343859,2,1,1,0.9436776212128257,2
1178,0,1,21.0,1,0.0,2,1,0,0.3311348733804078,1
2056,2,1,38.0,9,0.45277116298493947,1,0,0,0.059699251278497095,0
6078,2,0,38.91621420206537,2,0.5308932005022438,1,0,0,0.3571456074055072,1
7480,1,1,35.0,8,0.6103583331383671,1,1,0,0.44327978321929745,0
274,0,1,30.0,8,0.0,2,1,0,0.16575477958145002,2
2842,0,1,38.0,5,0.0,2,1,0,0.3312550848606042,4
7251,1,0,28.0,6,0.0,2,1,1,0.3452563719835244,1
2464,0,1,32.0,2,0.0,2,0,1,0.38980652652328296,1
9428,1,0,39.0,0,0.0,2,0,0,0.40948920621919394,2
5314,0,0,72.0,5,0.4831280301894686,2,1,1,0.526024735362227,3
1645,0,0,37.0,7,0.0,1,1,1,0.9260836909924898,1
78,0,0,32.0,9,0.0,1,1,1,0.7410660718098578,2
2990,1,0,45.0,1,0.0,1,1,0,0.9139499322185267,2
2122,0,1,30.0,2,0.0,1,0,1,0.5102801317525824,2
7105,1,1,41.0,4,0.3547879140889435,1,0,1,0.6761428216394666,0
4333,2,1,38.91621420206537,2,0.5350262730178617,1,1,1,0.8321398693575236,0
9798,1,1,40.0,10,0.0,2,1,1,0.9739972167341981,1
1836,2,1,38.0,6,0.5672268768566553,1,1,1,0.04003837366468497,2
2906,2,1,32.0,7,0.6993038488256328,1,0,1,0.3867286325844118,2
1355,1,1,52.0,7,0.0,1,0,1,0.36790313474936853,1
8435,2,1,38.91621420206537,7,0.4878603898499188,1,0,1,0.18715947372974118,0
4907,1,0,33.0,3,0.0,2,0,1,0.7071435322073257,4
894,0,0,51.0,3,0.0,3,1,1,0.3864518061474871,2
3283,0,0,39.0,2,0.44913729713924894,1,1,1,0.6387511507348952,1
8622,0,1,33.0,7,0.0,2,1,0,0.7172636486784487,0
2637,1,1,30.0,2,0.0,2,1,1,0.7276981951776395,2
6441,0,0,47.0,10,0.592416666065493,1,0,1,0.08054959248608241,3
5782,2,1,36.0,6,0.3851895405022813,1,0,0,0.9103254360791455,1
8187,0,0,39.0,3,0.0,2,1,0,0.2527684893907368,1
54,2,1,41.0,8,0.5004500831393337,1,0,0,0.8202251315000582,1
5934,0,1,41.0,4,0.47925231316029554,1,1,0,0.8157701560499027,0
7146,0,1,30.0,4,0.45747398874180356,1,0,0,0.9158869172005926,2
6085,2,0,31.0,9,0.4669346028102486,1,1,1,0.5433690417434864,0
9409,0,1,55.0,10,0.5278491358782365,1,1,0,0.004835861824804268,1
9021,1,1,34.0,5,0.45405861798310226,2,1,0,0.1538178896084576,2
4673,0,0,23.0,1,0.4486614864226348,1,1,1,0.5670368020145924,3
6151,2,1,41.0,8,0.5069999536465185,4,1,0,0.4693612740016671,1
2889,2,1,37.0,2,0.5550685140727856,2,1,1,0.9937667047203007,3
5169,1,1,30.0,8,0.5788869496774568,1,1,1,0.40336477133566256,0
1820,1,1,45.0,8,0.6014405689576993,2,0,1,0.6994546479188761,2
6291,0,0,27.0,8,0.4065402410994839,1,1,1,0.5837828512622956,0
9543,1,1,37.0,9,0.0,2,1,1,0.4822024503340069,1
136,2,0,50.0,5,0.5775055920114817,2,1,1,0.17466493050086282,1
4528,0,1,38.0,1,0.7550624239506966,1,0,1,0.5332359240307449,2
4378,0,0,37.0,9,0.4043701568234338,1,1,0,0.12897236686103522,2
1557,1,0,29.0,10,0.0,2,1,1,0.47406257297571913,4
1454,0,0,53.0,7,0.0,1,1,1,0.6845583753248434,2
2486,0,0,38.0,6,0.5670168712723163,1,0,1,0.16861035228864354,3
2688,0,1,44.0,3,0.4601511713381318,2,0,0,0.3361458519288592,0
4941,0,0,38.0,0,0.6081441273626277,2,0,0,0.15942142474606322,3
1706,0,1,35.0,4,0.5905682263264739,1,1,1,0.0208224885476563,0
2334,1,1,36.0,8,0.0,2,1,0,0.9307133831280887,0
8354,1,0,32.0,6,0.0,1,1,1,0.6643150420865191,0
6784,0,1,31.0,4,0.0,2,0,1,0.0479821822984095,1
9078,0,0,36.0,8,0.592867366985536,2,1,0,0.45913969784114383,2
4446,0,1,29.0,1,0.0,2,1,1,0.8224445434538998,2
9172,0,0,54.0,9,0.0,1,0,1,0.38308613472586633,0
2593,2,1,38.91621420206537,6,0.19079336155966756,2,1,1,0.7753259936323919,0
146,1,0,21.0,5,0.4510086944065617,1,1,1,0.27067544950542777,0
9140,0,0,29.0,5,0.0,2,1,1,0.8741534316527229,1
7351,1,1,25.0,7,0.6266632400429991,2,1,0,0.6219159929773292,1
4897,0,1,41.0,5,0.3651399259356658,1,1,1,0.14209487006009072,1
9790,0,0,45.0,1,0.0,2,1,1,0.9983247400126711,1
9096,2,0,38.0,2,0.4094935517444553,2,0,1,0.11982779355428441,4
3303,1,1,38.91621420206537,4,0.6442366699563158,1,1,1,0.0999939494221698,1
2805,0,0,44.0,2,0.0,2,1,1,0.29323125358471736,1
738,0,1,36.0,2,0.4568723500445938,1,0,1,0.8414727606486418,0
3236,1,1,34.0,9,0.40107120783581895,2,1,1,0.9513518541020667,2
764,2,0,21.0,1,0.45553347974869,1,1,0,0.1575591468985288,3
1167,2,0,28.0,1,0.570449260893138,2,1,0,0.40860012131158524,1
4973,2,1,41.0,2,0.5095356445320091,1,1,0,0.8618414558590345,1
1461,0,1,23.0,10,0.3546472593713249,1,1,1,0.6261136938577634,0
8908,0,1,34.0,3,0.5474810908285512,1,0,0,0.9184402610449297,3
4812,1,0,26.0,7,0.0,2,1,0,0.5625339719943254,0
5181,1,1,43.0,8,0.6438736938969922,2,0,1,0.8909635870225606,0
9404,0,0,36.0,6,0.0,1,1,0,0.821258080146654,1
42,0,0,51.0,8,0.48833500486193426,1,0,0,0.9065169223660858,0
9221,0,1,60.0,4,0.0,1,1,0,0.9886722181968378,1
7899,0,0,72.0,4,0.29818018941475405,1,0,1,0.13719685229939457,1
4458,2,1,47.0,1,0.3826054634373662,1,1,0,0.9876825736857869,2
2682,2,1,36.0,5,0.2913057648226816,2,0,0,0.9807470613443584,2
7789,1,1,76.0,2,0.5118042548669861,2,1,1,0.9086225234509896,0
4703,0,1,33.0,0,0.2900915666595948,1,0,0,0.9052885050522324,1
1065,0,0,20.0,4,0.0,2,1,1,0.7019357848674548,2
2693,0,1,31.0,8,0.0,2,0,0,0.0877029256293976,3
7780,0,1,46.0,0,0.0,2,1,0,0.18726023335228514,3
